,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
1766,0,5,male,22.0,20.0,2,[2-3],asian/pacific islander/asian-american,other,0,1.0,1.0,[0-1],[0-1],economics and political science,15.0,15.0,20.0,25.0,10.0,15.0,[0-15],[0-15],[16-20],[21-100],[0-15],[0-15],5.0,1.0,6.0,2.0,8.0,1.0,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],6.0,7.0,7.0,4.0,4.0,5.0,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],0.26,[0-0.33],6.0,10.0,6.0,[5-6],[10-20],[5-18],6.0,6.0,[6-8],[5-6],0.0,1,0,0
1767,0,5,male,22.0,21.0,1,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],economics and political science,15.0,15.0,25.0,25.0,15.0,5.0,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],5.0,9.0,8.0,1.0,10.0,1.0,[0-5],[9-10],[6-8],[0-5],[9-10],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],7.0,6.0,7.0,5.0,5.0,8.0,[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],0.85,[0.33-1],6.0,10.0,6.0,[5-6],[10-20],[5-18],8.0,8.0,[6-8],[7-10],0.0,1,0,0
1768,0,5,male,22.0,20.0,2,[2-3],asian/pacific islander/asian-american,black/african american,0,1.0,1.0,[0-1],[0-1],economics and political science,20.0,20.0,20.0,20.0,10.0,10.0,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],4.0,3.0,4.0,2.0,9.0,3.0,[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],5.0,6.0,8.0,7.0,7.0,7.0,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],-0.04,[-1-0],6.0,10.0,6.0,[5-6],[10-20],[5-18],7.0,2.0,[6-8],[0-4],1.0,1,0,0
1769,0,5,male,22.0,21.0,1,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],economics and political science,20.0,10.0,30.0,20.0,15.0,5.0,[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],2.0,10.0,10.0,2.0,10.0,2.0,[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],6.0,2.0,4.0,4.0,4.0,6.0,[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],0.58,[0.33-1],6.0,10.0,6.0,[5-6],[10-20],[5-18],6.0,6.0,[6-8],[5-6],1.0,1,0,0
1770,0,5,male,22.0,21.0,1,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],economics and political science,15.0,15.0,25.0,25.0,20.0,0.0,[0-15],[0-15],[21-100],[21-100],[16-20],[0-15],4.0,4.0,8.0,2.0,10.0,0.0,[0-5],[0-5],[6-8],[0-5],[9-10],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],5.0,4.0,3.0,2.0,5.0,4.0,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],0.68,[0.33-1],6.0,10.0,6.0,[5-6],[10-20],[5-18],7.0,7.0,[6-8],[7-10],0.0,1,0,0
1771,0,5,male,22.0,21.0,1,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],economics and political science,20.0,10.0,20.0,20.0,20.0,10.0,[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],4.0,8.0,7.0,5.0,9.0,3.0,[0-5],[6-8],[6-8],[0-5],[9-10],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],8.0,7.0,6.0,5.0,5.0,5.0,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],0.33,[0-0.33],6.0,10.0,6.0,[5-6],[10-20],[5-18],7.0,8.0,[6-8],[7-10],0.0,1,0,0
1773,0,5,male,22.0,20.0,2,[2-3],asian/pacific islander/asian-american,latino/hispanic american,0,1.0,1.0,[0-1],[0-1],economics and political science,10.0,10.0,35.0,35.0,8.0,2.0,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],2.0,1.0,4.0,1.0,6.0,0.0,[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],7.0,5.0,6.0,6.0,8.0,7.0,[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],0.64,[0.33-1],6.0,10.0,6.0,[5-6],[10-20],[5-18],8.0,8.0,[6-8],[7-10],0.0,0,0,0
1774,0,5,male,22.0,21.0,1,[0-1],asian/pacific islander/asian-american,european/caucasian-american,0,1.0,1.0,[0-1],[0-1],economics and political science,35.0,15.0,5.0,30.0,15.0,0.0,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],4.0,6.0,7.0,6.0,6.0,1.0,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],40.0,10.0,10.0,10.0,10.0,20.0,[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],8.0,8.0,10.0,10.0,10.0,[6-8],[6-8],[9-10],[9-10],[9-10],2.0,7.0,9.0,6.0,7.0,7.0,[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],5.0,5.0,8.0,10.0,8.0,8.0,6.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,8.0,8.0,7.0,[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],0.83,[0.33-1],6.0,10.0,6.0,[5-6],[10-20],[5-18],7.0,7.0,[6-8],[7-10],0.0,1,0,0
1776,0,5,male,21.0,20.0,1,[0-1],european/caucasian-american,other,0,3.0,1.0,[2-5],[0-1],art history/medicine,15.0,15.0,20.0,25.0,10.0,15.0,[0-15],[0-15],[16-20],[21-100],[0-15],[0-15],7.0,7.0,8.0,8.0,7.0,8.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],9.0,8.0,9.0,9.0,8.0,7.0,[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.34,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],8.0,8.0,[6-8],[7-10],0.0,1,1,1
1777,0,5,male,21.0,21.0,0,[0-1],european/caucasian-american,european/caucasian-american,1,3.0,1.0,[2-5],[0-1],art history/medicine,15.0,15.0,25.0,25.0,15.0,5.0,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],10.0,9.0,10.0,10.0,10.0,7.0,[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],8.0,8.0,7.0,7.0,7.0,6.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.76,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],7.0,5.0,[6-8],[5-6],1.0,1,1,1
1778,0,5,male,21.0,20.0,1,[0-1],european/caucasian-american,black/african american,0,3.0,1.0,[2-5],[0-1],art history/medicine,20.0,20.0,20.0,20.0,10.0,10.0,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7.0,5.0,5.0,6.0,5.0,3.0,[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],5.0,8.0,8.0,6.0,7.0,5.0,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],-0.1,[-1-0],6.0,4.0,6.0,[5-6],[4-9],[5-18],5.0,7.0,[0-5],[7-10],1.0,0,0,0
1779,0,5,male,21.0,21.0,0,[0-1],european/caucasian-american,european/caucasian-american,1,3.0,1.0,[2-5],[0-1],art history/medicine,20.0,10.0,30.0,20.0,15.0,5.0,[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],10.0,10.0,10.0,10.0,10.0,10.0,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],10.0,10.0,9.0,10.0,9.0,10.0,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.71,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],10.0,10.0,[9-10],[7-10],1.0,1,1,1
1780,0,5,male,21.0,21.0,0,[0-1],european/caucasian-american,european/caucasian-american,1,3.0,1.0,[2-5],[0-1],art history/medicine,15.0,15.0,25.0,25.0,20.0,0.0,[0-15],[0-15],[21-100],[21-100],[16-20],[0-15],10.0,8.0,8.0,9.0,8.0,8.0,[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],10.0,10.0,10.0,10.0,10.0,10.0,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.62,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],10.0,9.0,[9-10],[7-10],1.0,1,1,1
1781,0,5,male,21.0,21.0,0,[0-1],european/caucasian-american,european/caucasian-american,1,3.0,1.0,[2-5],[0-1],art history/medicine,20.0,10.0,20.0,20.0,20.0,10.0,[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],10.0,10.0,10.0,10.0,10.0,10.0,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],10.0,5.0,6.0,10.0,10.0,10.0,[9-10],[0-5],[6-8],[9-10],[9-10],[9-10],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.47,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],10.0,9.0,[9-10],[7-10],1.0,1,1,1
1782,0,5,male,21.0,19.0,2,[2-3],european/caucasian-american,latino/hispanic american,0,3.0,1.0,[2-5],[0-1],art history/medicine,50.0,15.0,10.0,10.0,10.0,5.0,[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],6.0,8.0,8.0,9.0,8.0,6.0,[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],8.0,8.0,6.0,6.0,6.0,7.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.77,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],7.0,8.0,[6-8],[7-10],0.0,1,1,1
1783,0,5,male,21.0,20.0,1,[0-1],european/caucasian-american,latino/hispanic american,0,3.0,1.0,[2-5],[0-1],art history/medicine,10.0,10.0,35.0,35.0,8.0,2.0,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],6.0,8.0,8.0,6.0,8.0,5.0,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],9.0,8.0,7.0,8.0,7.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.53,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],7.0,7.0,[6-8],[7-10],0.0,1,1,1
1784,0,5,male,21.0,21.0,0,[0-1],european/caucasian-american,european/caucasian-american,1,3.0,1.0,[2-5],[0-1],art history/medicine,35.0,15.0,5.0,30.0,15.0,0.0,[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],6.0,10.0,10.0,8.0,8.0,4.0,[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],20.0,15.0,20.0,15.0,12.0,18.0,[16-20],[0-15],[16-20],[0-15],[0-15],[16-20],9.0,6.0,10.0,9.0,10.0,[9-10],[6-8],[9-10],[9-10],[9-10],4.0,6.0,6.0,5.0,4.0,2.0,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],3.0,1.0,9.0,10.0,9.0,10.0,1.0,1.0,10.0,9.0,2.0,9.0,9.0,9.0,9.0,10.0,7.0,[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],0.72,[0.33-1],6.0,4.0,6.0,[5-6],[4-9],[5-18],3.0,5.0,[0-5],[5-6],0.0,0,1,0
1786,0,5,male,22.0,20.0,2,[2-3],european/caucasian-american,other,0,7.0,5.0,[6-10],[2-5],philosophy,15.0,15.0,20.0,25.0,10.0,15.0,[0-15],[0-15],[16-20],[21-100],[0-15],[0-15],5.0,7.0,9.0,6.0,8.0,7.0,[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],25.0,40.0,15.0,10.0,5.0,5.0,[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],9.0,10.0,9.0,9.0,9.0,[9-10],[9-10],[9-10],[9-10],[9-10],7.0,8.0,7.0,6.0,6.0,6.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.3,[0-0.33],6.0,5.0,1.0,[5-6],[4-9],[0-2],6.0,7.0,[6-8],[7-10],0.0,1,1,1
1787,0,5,male,22.0,21.0,1,[0-1],european/caucasian-american,european/caucasian-american,1,7.0,5.0,[6-10],[2-5],philosophy,15.0,15.0,25.0,25.0,15.0,5.0,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],6.0,9.0,8.0,7.0,7.0,6.0,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],25.0,40.0,15.0,10.0,5.0,5.0,[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],9.0,10.0,9.0,9.0,9.0,[9-10],[9-10],[9-10],[9-10],[9-10],6.0,8.0,9.0,9.0,8.0,6.0,[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.44,[0.33-1],6.0,5.0,1.0,[5-6],[4-9],[0-2],7.0,8.0,[6-8],[7-10],0.0,1,1,1
1788,0,5,male,22.0,20.0,2,[2-3],european/caucasian-american,black/african american,0,7.0,5.0,[6-10],[2-5],philosophy,20.0,20.0,20.0,20.0,10.0,10.0,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],5.0,6.0,5.0,5.0,5.0,7.0,[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],25.0,40.0,15.0,10.0,5.0,5.0,[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],9.0,10.0,9.0,9.0,9.0,[9-10],[9-10],[9-10],[9-10],[9-10],6.0,7.0,7.0,6.0,7.0,7.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.6,[0.33-1],6.0,5.0,1.0,[5-6],[4-9],[0-2],6.0,6.0,[6-8],[5-6],0.0,0,0,0
1789,0,5,male,22.0,21.0,1,[0-1],european/caucasian-american,european/caucasian-american,1,7.0,5.0,[6-10],[2-5],philosophy,20.0,10.0,30.0,20.0,15.0,5.0,[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],6.0,10.0,10.0,8.0,10.0,6.0,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],25.0,40.0,15.0,10.0,5.0,5.0,[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],9.0,10.0,9.0,9.0,9.0,[9-10],[9-10],[9-10],[9-10],[9-10],5.0,7.0,6.0,6.0,6.0,5.0,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.4,[0.33-1],6.0,5.0,1.0,[5-6],[4-9],[0-2],5.0,5.0,[0-5],[5-6],0.0,0,0,0
1790,0,5,male,22.0,21.0,1,[0-1],european/caucasian-american,european/caucasian-american,1,7.0,5.0,[6-10],[2-5],philosophy,15.0,15.0,25.0,25.0,20.0,0.0,[0-15],[0-15],[21-100],[21-100],[16-20],[0-15],6.0,9.0,10.0,7.0,9.0,4.0,[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],25.0,40.0,15.0,10.0,5.0,5.0,[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],9.0,10.0,9.0,9.0,9.0,[9-10],[9-10],[9-10],[9-10],[9-10],7.0,6.0,8.0,9.0,7.0,7.0,[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.33,[0-0.33],6.0,5.0,1.0,[5-6],[4-9],[0-2],7.0,3.0,[6-8],[0-4],1.0,0,0,0
1791,0,5,male,22.0,21.0,1,[0-1],european/caucasian-american,european/caucasian-american,1,7.0,5.0,[6-10],[2-5],philosophy,20.0,10.0,20.0,20.0,20.0,10.0,[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],6.0,10.0,9.0,7.0,8.0,6.0,[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],25.0,40.0,15.0,10.0,5.0,5.0,[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],9.0,10.0,9.0,9.0,9.0,[9-10],[9-10],[9-10],[9-10],[9-10],7.0,7.0,7.0,7.0,7.0,8.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.3,[0-0.33],6.0,5.0,1.0,[5-6],[4-9],[0-2],7.0,3.0,[6-8],[0-4],0.0,0,0,0
1793,0,5,male,22.0,20.0,2,[2-3],european/caucasian-american,latino/hispanic american,0,7.0,5.0,[6-10],[2-5],philosophy,10.0,10.0,35.0,35.0,8.0,2.0,[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],8.0,10.0,8.0,7.0,8.0,6.0,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],25.0,40.0,15.0,10.0,5.0,5.0,[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],9.0,10.0,9.0,9.0,9.0,[9-10],[9-10],[9-10],[9-10],[9-10],7.0,7.0,7.0,7.0,6.0,8.0,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10.0,8.0,7.0,8.0,8.0,7.0,5.0,2.0,7.0,10.0,5.0,8.0,8.0,9.0,10.0,6.0,7.0,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],0.69,[0.33-1],6.0,5.0,1.0,[5-6],[4-9],[0-2],7.0,7.0,[6-8],[7-10],0.0,1,0,0
